DRUG_CODE_ID,DESCRIPTION,BNF1,BNF2,BNF3,ATC,DATABASE
55146,Sertraline 100mg tablets (A A H Pharmaceuticals Ltd) Sertraline hydrochloride Tablet 100mg Oral,04030300,null,null,null,CPRD_GOLD
62692,Sertraline 100mg tablets (Bristol Laboratories Ltd) Sertraline hydrochloride Tablet 100mg Oral,04030300,null,null,null,CPRD_GOLD
62693,Sertraline 50mg tablets (Bristol Laboratories Ltd) Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
62819,Sertraline 12.5mg/5ml oral suspension Sertraline hydrochloride Oral suspension 2.5mg/1ml Oral,04030300,null,null,null,CPRD_GOLD
62950,Sertraline 100mg tablets (Accord Healthcare Ltd) Sertraline hydrochloride Tablet 100mg Oral,04030300,null,null,null,CPRD_GOLD
63481,Sertraline 50mg tablets (Milpharm Ltd) Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
66413,Sertraline 100mg tablets (Ranbaxy (UK) Ltd) Sertraline hydrochloride Tablet 100mg Oral,04030300,null,null,null,CPRD_GOLD
59600,Sertraline 100mg tablets (Almus Pharmaceuticals Ltd) Sertraline hydrochloride Tablet 100mg Oral,04030300,null,null,null,CPRD_GOLD
69726,Sertraline 100mg tablets (Crescent Pharma Ltd) Sertraline hydrochloride Tablet 100mg Oral,04030300,null,null,null,CPRD_GOLD
67730,Sertraline 50mg tablets (Ranbaxy (UK) Ltd) Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
67928,Sertraline 100mg tablets (Milpharm Ltd) Sertraline hydrochloride Tablet 100mg Oral,04030300,null,null,null,CPRD_GOLD
68756,Sertraline 100mg tablets (Sandoz Ltd) Sertraline hydrochloride Tablet 100mg Oral,04030300,null,null,null,CPRD_GOLD
69725,Sertraline 50mg tablets (Crescent Pharma Ltd) Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
69898,Sertraline 50mg tablets (Sandoz Ltd) Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
73759,Sertraline 20mg/5ml oral suspension Sertraline hydrochloride Oral suspension 4mg/1ml Oral,04030300,null,null,null,CPRD_GOLD
73962,Sertraline 100mg tablets (Wockhardt UK Ltd) Sertraline hydrochloride Tablet 100mg Oral,04030300,null,null,null,CPRD_GOLD
75405,Sertraline 50mg/5ml oral solution Sertraline hydrochloride Oral solution 10mg/1ml Oral,04030300,null,null,null,CPRD_GOLD
77385,Lustral 50mg tablets (DE Pharmaceuticals) Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
77538,Sertraline 50mg/5ml oral suspension (Drug Tariff Special Order) Sertraline hydrochloride Oral suspension 10mg/1ml Oral,04030300,null,null,null,CPRD_GOLD
77607,Sertraline 10mg/5ml oral suspension Sertraline hydrochloride Oral suspension 2mg/1ml Oral,04030300,null,null,null,CPRD_GOLD
77707,Sertraline 75mg/5ml oral suspension Sertraline hydrochloride Oral suspension 15mg/1ml Oral,04030300,null,null,null,CPRD_GOLD
78278,Sertraline 12.5mg tablets Sertraline hydrochloride Tablet 12.5mg Oral,04030300,null,null,null,CPRD_GOLD
79163,Sertraline 50mg tablets (Kent Pharmaceuticals Ltd),04030300,null,null,null,CPRD_GOLD
81991,Sertraline 50mg tablets (Relonchem Ltd) Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
82195,Sertraline 25mg/5ml oral solution Sertraline hydrochloride Oral solution 5mg/1ml Oral,04030300,null,null,null,CPRD_GOLD
82495,Lustral 100mg tablets (Dowelhurst Ltd) Sertraline hydrochloride Tablet 100mg Oral,04030300,null,null,null,CPRD_GOLD
82884,Sertraline 25mg tablets Sertraline hydrochloride Tablet 25mg Oral,04030300,null,null,null,CPRD_GOLD
82497,Lustral 50mg tablets (Dowelhurst Ltd) Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
83101,Sertraline 25mg tablets (Zentiva) Sertraline hydrochloride Tablet 25mg Oral,04030300,null,null,null,CPRD_GOLD
83668,Sertraline 25mg/5ml oral suspension (Drug Tariff Special Order) Sertraline hydrochloride Oral suspension 5mg/1ml Oral,04030300,null,null,null,CPRD_GOLD
84470,Sertraline 100mg tablets (Consilient Health Ltd) Sertraline hydrochloride Tablet 100mg Oral,04030300,null,null,null,CPRD_GOLD
84537,Sertraline 50mg tablets (Waymade Healthcare Plc) Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
84538,Sertraline 100mg tablets (Dowelhurst Ltd) Sertraline hydrochloride Tablet 100mg Oral,04030300,null,null,null,CPRD_GOLD
85005,Sertraline 50mg tablets (Dr Reddy's Laboratories (UK) Ltd) Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
85140,Sertraline 100mg tablets (DE Pharmaceuticals) Sertraline hydrochloride Tablet 100mg Oral,04030300,null,null,null,CPRD_GOLD
85194,Sertraline 50mg tablets (Focus Pharmaceuticals Ltd) Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
85369,Sertraline 5mg/5ml oral suspension Sertraline hydrochloride Oral suspension 1mg/1ml Oral,04030300,null,null,null,CPRD_GOLD
85420,Sertraline 50mg tablets (Flamingo Pharma (UK) Ltd) Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
85763,Sertraline 50mg tablets (Genesis Pharmaceuticals Ltd) Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
86199,Sertraline 50mg tablets (Almus Pharmaceuticals Ltd) Sertraline hydrochloride Tablet 50mg Oral,00000000,null,null,null,CPRD_GOLD
86493,Lustral 50mg tablets (Lexon (UK) Ltd) Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
86890,Sertraline 50mg tablets (Niche Generics Ltd) Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
87521,Sertraline 50mg tablets (Waymade Healthcare Plc) Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
87872,Sertraline 200mg tablets Sertraline hydrochloride Tablet 200mg Oral,04030300,null,null,null,CPRD_GOLD
87875,Sertraline 150mg tablets Sertraline hydrochloride Tablet 150mg Oral,04030300,null,null,null,CPRD_GOLD
87944,Sertraline 50mg tablets (Zentiva Pharma UK Ltd) Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
88474,Sertraline 100mg/5ml concentrate for oral solution sugar free (Thame Laboratories Ltd) Sertraline hydrochloride Oral solution 20mg/1ml Oral,04030300,null,null,null,CPRD_GOLD
88481,Sertraline 100mg/5ml oral solution sugar free Sertraline hydrochloride Oral solution 20mg/1ml Oral,04030300,null,null,null,CPRD_GOLD
88716,Sertraline 50mg tablets (Apotex UK Ltd) Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
89114,Sertraline 100mg/5ml concentrate for oral solution sugar free (Alliance Healthcare (Distribution) Ltd),04030300,null,null,null,CPRD_GOLD
488,Sertraline 50mg tablets Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
727,Sertraline 100mg tablets Sertraline hydrochloride Tablet 100mg Oral,04030300,null,null,null,CPRD_GOLD
1612,Lustral 50mg tablets (Pfizer Ltd) Sertraline hydrochloride Tablet 50mg Oral,04030300,null,null,null,CPRD_GOLD
4352,Lustral 100mg tablets (Pfizer Ltd) Sertraline hydrochloride Tablet 100mg Oral,04030300,null,null,null,CPRD_GOLD
7328,Sertraline 50mg/5ml oral suspension Sertraline hydrochloride Oral suspension 10mg/1ml Oral,04030300,null,null,null,CPRD_GOLD
84656,Sertraline oral solution Sertraline Hydrochloride   ,4030300,null,null,null,CPRD_GOLD
85007,Sertraline 100mg tablets (Medreich Plc) Sertraline hydrochloride Tablet 100mg Oral,4030300,null,null,null,CPRD_GOLD
86037,Sertraline 25mg tablets (A A H Pharmaceuticals Ltd)    ,4030300,null,null,null,CPRD_GOLD
86466,Sertraline 100mg tablets (Dr Reddy's Laboratories (UK) Ltd) Sertraline hydrochloride Tablet 100mg Oral,4030300,null,null,null,CPRD_GOLD
86570,Sertraline 50mg tablets (Alliance Healthcare (Distribution) Ltd) Sertraline hydrochloride Tablet 50mg Oral,4030300,null,null,null,CPRD_GOLD
87115,Sertraline 25mg tablets (Alliance Healthcare (Distribution) Ltd) Sertraline hydrochloride Tablet 25mg Oral,4030300,null,null,null,CPRD_GOLD
88686,Sertraline 100mg tablets (Amarox Ltd) Sertraline hydrochloride Tablet 100mg Oral,4030300,null,null,null,CPRD_GOLD
89482,Sertraline 50mg tablets (Medihealth (Northern) Ltd) Sertraline hydrochloride Oral tablet 50mg Oral,4030300,null,null,null,CPRD_GOLD
