MEDICAL_CODE_ID,DESCRIPTION,READ_CODE,SNOMED_CT_CODE,DATABASE
Q248,Other specified congenital malformations of heart,Q24.8,,ICD10
Q249,Congenital malformation of heart, unspecified,Q24.9,,ICD10
Q250,Patent ductus arteriosus,Q25.0,,ICD10
Q251,Coarctation of aorta,Q25.1,,ICD10
Q253,Stenosis of aorta,Q25.3,,ICD10
Q254,Other congenital malformations of aorta,Q25.4,,ICD10
Q255,Atresia of pulmonary artery,Q25.5,,ICD10
Q256,Stenosis of pulmonary artery,Q25.6,,ICD10
Q257,Other congenital malformations of pulmonary artery,Q25.7,,ICD10
Q26,Congenital malformations of great veins,Q26,,ICD10
Q260,Congenital stenosis of vena cava,Q26.0,,ICD10
Q262,Total anomalous pulmonary venous connection,Q26.2,,ICD10
Q263,Partial anomalous pulmonary venous connection,Q26.3,,ICD10
Q264,Anomalous pulmonary venous connection, unspecified,Q26.4,,ICD10
Q268,Other congenital malformations of great veins,Q26.8,,ICD10
Q269,Congenital malformation of great vein, unspecified,Q26.9,,ICD10
Q280,Arteriovenous malformation of precerebral vessels,Q28.0,,ICD10
Q282,Arteriovenous malformation of cerebral vessels,Q28.2,,ICD10
Z954,Presence of other heart-valve replacement,Z95.4,,ICD10
